#  step      rmse_trn    rmse_e_trn    rmse_f_trn         lr
7292000      7.23e-03      5.87e-04      5.42e-03    2.8e-08
7294000      1.42e-03      2.56e-06      1.40e-03    2.8e-08
7296000      1.83e-02      9.24e-04      1.73e-02    2.8e-08
7298000      1.69e-02      1.27e-03      1.51e-02    2.8e-08
7300000      1.90e-03      3.17e-04      6.11e-04    2.8e-08
7302000      7.07e-03      7.05e-04      5.76e-03    2.8e-08
7304000      3.15e-03      1.75e-04      2.95e-03    2.8e-08
7306000      2.76e-02      2.53e-03      2.32e-02    2.8e-08
7308000      5.05e-03      2.23e-04      4.66e-03    2.8e-08
7310000      4.42e-03      1.18e-04      4.31e-03    2.8e-08
7312000      3.18e-03      1.11e-04      3.01e-03    2.8e-08
7314000      2.27e-03      1.31e-04      1.98e-03    2.8e-08
7316000      2.55e-03      2.03e-04      1.95e-03    2.8e-08
7318000      3.39e-03      2.65e-04      2.61e-03    2.8e-08
7320000      2.36e-02      2.55e-03      1.84e-02    2.7e-08
7322000      3.03e-02      5.55e-03      1.32e-02    2.7e-08
7324000      3.99e-02      3.34e-03      2.92e-02    2.7e-08
7326000      6.03e-03      7.86e-04      4.02e-03    2.7e-08
7328000      1.30e-03      1.22e-04      8.42e-04    2.7e-08
7330000      3.72e-03      2.92e-04      3.29e-03    2.7e-08
7332000      4.44e-03      3.23e-04      3.99e-03    2.7e-08
7334000      4.14e-02      5.33e-03      3.17e-02    2.7e-08
7336000      1.39e-02      6.42e-04      1.28e-02    2.7e-08
7338000      3.66e-02      1.59e-03      3.50e-02    2.7e-08
7340000      2.23e-03      5.49e-06      2.20e-03    2.7e-08
7342000      7.43e-03      8.12e-04      5.76e-03    2.7e-08
7344000      3.48e-03      1.65e-04      3.31e-03    2.7e-08
7346000      1.51e-02      1.36e-03      1.34e-02    2.7e-08
7348000      2.85e-02      2.03e-03      2.57e-02    2.7e-08
7350000      4.76e-02      3.90e-03      4.16e-02    2.7e-08
7352000      9.14e-04      7.09e-05      7.08e-04    2.7e-08
7354000      5.37e-03      3.73e-04      4.40e-03    2.7e-08
7356000      3.04e-02      2.30e-03      2.72e-02    2.7e-08
7358000      5.00e-03      1.16e-04      4.89e-03    2.7e-08
7360000      3.72e-03      1.11e-04      3.62e-03    2.5e-08
7362000      2.53e-02      2.77e-03      2.11e-02    2.5e-08
7364000      1.01e-02      1.08e-03      7.97e-03    2.5e-08
7366000      2.33e-02      5.22e-04      2.27e-02    2.5e-08
7368000      5.38e-03      4.49e-04      4.68e-03    2.5e-08
7370000      5.76e-03      3.33e-04      5.05e-03    2.5e-08
7372000      3.16e-03      4.72e-05      3.11e-03    2.5e-08
7374000      3.46e-03      5.26e-04      1.74e-03    2.5e-08
7376000      1.40e-03      1.33e-04      9.06e-04    2.5e-08
7378000      3.53e-02      3.37e-03      2.93e-02    2.5e-08
7380000      1.07e-02      2.13e-04      1.05e-02    2.5e-08
7382000      1.35e-02      4.64e-04      1.31e-02    2.5e-08
7384000      2.23e-02      1.92e-03      1.92e-02    2.5e-08
7386000      1.05e-02      1.62e-03      5.09e-03    2.5e-08
7388000      4.65e-03      1.76e-04      4.49e-03    2.5e-08
7390000      3.22e-02      2.05e-03      3.02e-02    2.5e-08
7392000      2.69e-02      1.19e-03      2.59e-02    2.5e-08
7394000      6.26e-03      7.95e-04      4.30e-03    2.5e-08
7396000      2.10e-02      1.30e-03      1.95e-02    2.5e-08
7398000      7.38e-03      6.55e-05      7.27e-03    2.5e-08
7400000      1.07e-03      1.28e-04      2.94e-04    2.4e-08
7402000      5.21e-03      5.20e-04      4.25e-03    2.4e-08
7404000      9.59e-03      5.29e-04      9.12e-03    2.4e-08
7406000      2.69e-03      2.61e-04      1.67e-03    2.4e-08
7408000      4.07e-03      3.58e-04      3.49e-03    2.4e-08
7410000      6.69e-03      1.15e-04      6.55e-03    2.4e-08
7412000      3.78e-03      2.15e-04      3.53e-03    2.4e-08
7414000      3.35e-03      4.83e-04      1.91e-03    2.4e-08
7416000      3.51e-03      3.32e-04      2.93e-03    2.4e-08
7418000      1.40e-02      1.63e-04      1.38e-02    2.4e-08
7420000      3.52e-02      1.36e-03      3.39e-02    2.4e-08
7422000      6.97e-03      9.06e-04      4.67e-03    2.4e-08
7424000      1.02e-02      3.09e-04      9.92e-03    2.4e-08
7426000      2.19e-02      2.38e-03      1.70e-02    2.4e-08
7428000      2.60e-03      3.68e-06      2.57e-03    2.4e-08
7430000      2.69e-03      1.68e-04      2.31e-03    2.4e-08
7432000      5.13e-04      1.77e-05      4.88e-04    2.4e-08
7434000      7.60e-03      1.14e-03      3.98e-03    2.4e-08
7436000      2.67e-02      8.96e-04      2.59e-02    2.4e-08
7438000      1.83e-02      1.70e-03      1.54e-02    2.4e-08
7440000      4.79e-03      6.78e-04      2.83e-03    2.2e-08
7442000      3.14e-02      2.59e-03      2.85e-02    2.2e-08
7444000      7.87e-03      4.79e-04      7.31e-03    2.2e-08
7446000      1.59e-02      5.01e-04      1.55e-02    2.2e-08
7448000      4.31e-03      4.00e-04      3.63e-03    2.2e-08
7450000      8.32e-03      8.74e-04      6.62e-03    2.2e-08
7452000      3.81e-03      3.25e-04      3.31e-03    2.2e-08
7454000      3.16e-02      5.08e-04      3.11e-02    2.2e-08
7456000      4.45e-03      4.97e-04      3.41e-03    2.2e-08
7458000      3.45e-03      2.47e-04      3.12e-03    2.2e-08
7460000      1.34e-02      2.33e-04      1.31e-02    2.2e-08
7462000      4.84e-03      4.82e-04      2.89e-03    2.2e-08
7464000      2.24e-02      1.20e-04      2.21e-02    2.2e-08
7466000      3.34e-02      3.58e-03      2.62e-02    2.2e-08
7468000      3.80e-02      1.62e-03      3.65e-02    2.2e-08
7470000      3.67e-03      1.78e-04      3.49e-03    2.2e-08
7472000      5.64e-03      3.24e-04      4.96e-03    2.2e-08
7474000      2.18e-03      5.32e-05      2.12e-03    2.2e-08
7476000      3.92e-03      7.21e-05      3.84e-03    2.2e-08
7478000      8.10e-03      1.32e-03      3.07e-03    2.2e-08
7480000      1.68e-03      1.98e-04      5.51e-04    2.1e-08
7482000      3.26e-03      2.27e-04      2.97e-03    2.1e-08
7484000      2.79e-02      8.36e-04      2.68e-02    2.1e-08
7486000      3.25e-03      5.45e-05      3.18e-03    2.1e-08
7488000      1.70e-02      1.16e-03      1.55e-02    2.1e-08
7490000      3.21e-02      1.79e-04      3.17e-02    2.1e-08
7492000      1.41e-02      7.43e-04      1.33e-02    2.1e-08
7494000      2.60e-02      1.40e-03      2.48e-02    2.1e-08
7496000      2.97e-02      2.81e-03      2.48e-02    2.1e-08
7498000      4.42e-02      4.43e-03      3.60e-02    2.1e-08
7500000      2.76e-02      3.04e-04      2.72e-02    2.1e-08
7502000      4.16e-02      4.52e-03      3.25e-02    2.1e-08
7504000      7.22e-03      7.24e-04      5.88e-03    2.1e-08
7506000      1.60e-02      9.32e-04      1.40e-02    2.1e-08
7508000      2.66e-03      1.30e-04      2.42e-03    2.1e-08
7510000      1.37e-02      1.01e-03      1.23e-02    2.1e-08
7512000      2.48e-03      1.13e-05      2.45e-03    2.1e-08
7514000      5.38e-03      9.65e-05      5.29e-03    2.1e-08
7516000      3.63e-03      1.76e-04      3.46e-03    2.1e-08
7518000      2.73e-02      1.73e-03      2.33e-02    2.1e-08
7520000      8.23e-04      2.89e-06      8.14e-04    2.0e-08
7522000      3.51e-02      1.93e-03      3.30e-02    2.0e-08
7524000      4.85e-03      2.78e-04      4.27e-03    2.0e-08
7526000      6.67e-03      2.72e-04      6.42e-03    2.0e-08
7528000      2.92e-02      4.77e-04      2.87e-02    2.0e-08
7530000      3.58e-03      1.83e-04      3.24e-03    2.0e-08
7532000      2.27e-03      5.94e-05      2.20e-03    2.0e-08
7534000      2.83e-02      1.88e-03      2.60e-02    2.0e-08
7536000      6.78e-03      3.57e-05      6.71e-03    2.0e-08
7538000      2.78e-02      7.30e-04      2.69e-02    2.0e-08
7540000      2.07e-02      1.19e-03      1.94e-02    2.0e-08
7542000      1.34e-03      1.44e-04      6.84e-04    2.0e-08
7544000      1.84e-03      7.26e-05      1.73e-03    2.0e-08
7546000      1.12e-02      1.72e-03      5.53e-03    2.0e-08
7548000      7.64e-03      1.24e-04      7.50e-03    2.0e-08
7550000      2.45e-03      5.05e-05      2.39e-03    2.0e-08
7552000      3.13e-03      2.94e-05      3.09e-03    2.0e-08
7554000      3.33e-03      1.19e-04      3.16e-03    2.0e-08
7556000      3.06e-02      2.10e-03      2.79e-02    2.0e-08
7558000      3.75e-02      2.36e-03      3.47e-02    2.0e-08
7560000      1.47e-03      1.58e-04      7.57e-04    1.9e-08
7562000      1.68e-03      3.40e-05      1.64e-03    1.9e-08
7564000      4.23e-03      1.92e-04      3.91e-03    1.9e-08
7566000      3.08e-02      1.66e-03      2.75e-02    1.9e-08
7568000      1.41e-02      7.66e-04      1.34e-02    1.9e-08
7570000      2.85e-02      3.25e-03      2.34e-02    1.9e-08
7572000      2.43e-02      1.20e-03      2.31e-02    1.9e-08
7574000      4.23e-02      3.50e-03      3.14e-02    1.9e-08
7576000      3.79e-03      1.71e-04      3.50e-03    1.9e-08
7578000      2.35e-03      1.35e-04      2.20e-03    1.9e-08
7580000      4.08e-03      4.16e-04      3.30e-03    1.9e-08
7582000      6.84e-03      3.36e-04      6.23e-03    1.9e-08
7584000      1.63e-03      1.16e-04      1.33e-03    1.9e-08
7586000      6.05e-03      2.70e-04      5.60e-03    1.9e-08
7588000      1.87e-02      1.72e-03      1.66e-02    1.9e-08
7590000      2.37e-03      1.18e-04      2.16e-03    1.9e-08
7592000      3.02e-03      6.73e-06      2.99e-03    1.9e-08
7594000      1.95e-02      7.53e-04      1.88e-02    1.9e-08
7596000      1.56e-03      2.33e-04      8.26e-04    1.9e-08
7598000      2.39e-03      2.05e-04      1.72e-03    1.9e-08
7600000      1.19e-02      6.97e-05      1.18e-02    1.8e-08
7602000      2.14e-02      2.07e-03      1.87e-02    1.8e-08
7604000      2.34e-03      1.03e-04      2.25e-03    1.8e-08
7606000      1.93e-03      9.65e-05      1.76e-03    1.8e-08
7608000      2.80e-03      1.06e-04      2.65e-03    1.8e-08
7610000      7.12e-03      1.32e-04      6.98e-03    1.8e-08
7612000      3.84e-03      2.93e-04      3.44e-03    1.8e-08
7614000      8.97e-04      4.99e-05      7.96e-04    1.8e-08
7616000      7.03e-03      1.02e-03      3.97e-03    1.8e-08
7618000      1.82e-02      1.37e-03      1.43e-02    1.8e-08
7620000      1.03e-02      2.31e-04      1.01e-02    1.8e-08
7622000      6.25e-04      4.00e-05      5.31e-04    1.8e-08
7624000      1.81e-03      2.14e-04      5.87e-04    1.8e-08
7626000      2.10e-02      6.30e-04      2.05e-02    1.8e-08
7628000      5.75e-03      7.96e-04      3.54e-03    1.8e-08
7630000      1.36e-02      7.10e-04      1.31e-02    1.8e-08
7632000      4.51e-03      4.95e-05      4.46e-03    1.8e-08
7634000      8.57e-03      1.42e-03      3.01e-03    1.8e-08
7636000      2.81e-02      1.30e-03      2.69e-02    1.8e-08
7638000      3.05e-03      4.99e-05      3.00e-03    1.8e-08
7640000      4.50e-03      3.20e-05      4.46e-03    1.7e-08
7642000      1.22e-02      3.99e-04      1.17e-02    1.7e-08
7644000      2.46e-02      1.75e-03      2.29e-02    1.7e-08
7646000      2.15e-02      1.89e-03      1.86e-02    1.7e-08
7648000      5.92e-03      1.80e-04      5.78e-03    1.7e-08
7650000      3.58e-03      4.88e-04      2.27e-03    1.7e-08
7652000      4.89e-03      3.25e-04      4.49e-03    1.7e-08
7654000      4.05e-03      1.42e-04      3.86e-03    1.7e-08
7656000      3.92e-02      2.93e-03      3.52e-02    1.7e-08
7658000      1.96e-02      8.38e-04      1.88e-02    1.7e-08
7660000      3.13e-02      1.57e-03      2.85e-02    1.7e-08
7662000      2.86e-02      3.00e-03      2.44e-02    1.7e-08
7664000      2.20e-02      1.79e-03      1.93e-02    1.7e-08
7666000      1.58e-02      4.06e-04      1.55e-02    1.7e-08
7668000      1.60e-02      4.38e-04      1.57e-02    1.7e-08
7670000      7.17e-03      4.89e-04      6.55e-03    1.7e-08
7672000      1.32e-03      6.82e-06      1.31e-03    1.7e-08
7674000      1.51e-02      3.98e-04      1.48e-02    1.7e-08
7676000      2.73e-02      1.20e-03      2.54e-02    1.7e-08
7678000      1.78e-03      4.89e-05      1.72e-03    1.7e-08
7680000      8.46e-03      4.10e-04      8.07e-03    1.6e-08
7682000      8.76e-03      1.08e-03      6.21e-03    1.6e-08
7684000      1.24e-02      2.71e-04      1.23e-02    1.6e-08
7686000      1.91e-02      2.05e-03      1.51e-02    1.6e-08
7688000      1.76e-02      8.74e-04      1.68e-02    1.6e-08
7690000      8.93e-03      7.10e-04      7.91e-03    1.6e-08
7692000      2.13e-02      1.55e-03      1.93e-02    1.6e-08
7694000      6.32e-03      2.62e-04      5.92e-03    1.6e-08
7696000      1.87e-02      3.76e-04      1.84e-02    1.6e-08
7698000      2.02e-02      1.51e-03      1.82e-02    1.6e-08
7700000      8.76e-04      5.08e-05      7.70e-04    1.6e-08
7702000      2.09e-03      6.42e-05      2.01e-03    1.6e-08
7704000      2.36e-02      7.61e-04      2.31e-02    1.6e-08
7706000      4.67e-03      4.57e-04      3.85e-03    1.6e-08
7708000      7.32e-03      7.87e-04      5.76e-03    1.6e-08
7710000      2.59e-02      7.31e-04      2.50e-02    1.6e-08
7712000      7.79e-03      3.90e-05      7.72e-03    1.6e-08
7714000      1.49e-03      1.64e-04      1.16e-03    1.6e-08
7716000      3.57e-02      3.06e-03      3.10e-02    1.6e-08
7718000      4.12e-03      2.39e-04      3.62e-03    1.6e-08
7720000      4.27e-03      1.15e-04      4.19e-03    1.5e-08
7722000      6.09e-03      1.85e-04      5.95e-03    1.5e-08
7724000      1.48e-02      8.51e-04      1.39e-02    1.5e-08
7726000      2.55e-03      2.08e-04      2.25e-03    1.5e-08
7728000      2.06e-03      2.01e-04      1.28e-03    1.5e-08
7730000      1.28e-02      7.09e-04      1.21e-02    1.5e-08
7732000      5.41e-03      5.31e-05      5.36e-03    1.5e-08
7734000      2.05e-02      1.78e-03      1.77e-02    1.5e-08
7736000      4.95e-03      2.89e-04      4.34e-03    1.5e-08
7738000      2.78e-03      2.30e-04      2.07e-03    1.5e-08
7740000      7.45e-03      5.75e-05      7.38e-03    1.5e-08
7742000      3.53e-03      3.79e-04      2.79e-03    1.5e-08
7744000      1.36e-02      5.70e-04      1.31e-02    1.5e-08
7746000      5.78e-03      3.00e-04      5.22e-03    1.5e-08
7748000      7.50e-03      1.17e-03      3.53e-03    1.5e-08
7750000      3.31e-02      4.18e-03      2.58e-02    1.5e-08
7752000      4.06e-03      6.52e-04      1.69e-03    1.5e-08
7754000      4.35e-03      2.08e-04      4.15e-03    1.5e-08
7756000      4.50e-03      3.69e-04      3.37e-03    1.5e-08
7758000      2.53e-03      2.57e-04      2.06e-03    1.5e-08
7760000      1.34e-02      6.46e-04      1.28e-02    1.4e-08
7762000      3.48e-03      3.62e-04      1.91e-03    1.4e-08
7764000      1.97e-02      1.21e-03      1.84e-02    1.4e-08
7766000      1.74e-03      1.26e-04      1.41e-03    1.4e-08
7768000      1.16e-03      8.21e-05      9.52e-04    1.4e-08
7770000      1.35e-03      1.01e-04      1.08e-03    1.4e-08
7772000      1.08e-02      2.93e-04      1.06e-02    1.4e-08
7774000      8.30e-03      3.85e-04      7.66e-03    1.4e-08
7776000      3.03e-03      1.13e-04      2.87e-03    1.4e-08
7778000      3.43e-03      4.64e-04      2.18e-03    1.4e-08
7780000      6.23e-03      6.12e-04      5.15e-03    1.4e-08
7782000      1.81e-02      1.84e-03      1.47e-02    1.4e-08
7784000      1.40e-02      2.96e-04      1.38e-02    1.4e-08
7786000      4.78e-03      6.19e-04      3.24e-03    1.4e-08
7788000      5.74e-03      4.26e-04      4.59e-03    1.4e-08
7790000      3.43e-02      1.12e-03      3.34e-02    1.4e-08
7792000      2.41e-03      2.54e-04      1.93e-03    1.4e-08
7794000      4.86e-03      5.62e-05      4.80e-03    1.4e-08
7796000      6.22e-03      5.02e-04      5.50e-03    1.4e-08
7798000      2.98e-02      2.20e-03      2.76e-02    1.4e-08
7800000      3.24e-02      1.21e-03      3.07e-02    1.3e-08
7802000      4.74e-02      4.55e-03      3.95e-02    1.3e-08
7804000      3.30e-03      6.02e-05      3.24e-03    1.3e-08
7806000      4.48e-04      3.39e-05      3.54e-04    1.3e-08
7808000      5.94e-03      6.67e-04      4.55e-03    1.3e-08
7810000      1.87e-03      9.27e-05      1.78e-03    1.3e-08
7812000      3.39e-03      3.81e-04      1.48e-03    1.3e-08
7814000      2.73e-02      1.52e-03      2.42e-02    1.3e-08
7816000      7.40e-03      1.61e-04      7.23e-03    1.3e-08
7818000      3.68e-02      4.30e-03      2.75e-02    1.3e-08
7820000      9.31e-04      5.93e-05      7.96e-04    1.3e-08
7822000      1.67e-02      6.69e-04      1.61e-02    1.3e-08
7824000      4.50e-03      6.47e-04      2.59e-03    1.3e-08
7826000      1.41e-02      3.27e-04      1.37e-02    1.3e-08
7828000      2.08e-03      2.20e-04      1.11e-03    1.3e-08
7830000      7.82e-03      4.58e-04      7.33e-03    1.3e-08
7832000      1.37e-03      1.49e-04      6.84e-04    1.3e-08
7834000      5.32e-03      1.44e-04      5.16e-03    1.3e-08
7836000      1.57e-02      1.21e-04      1.55e-02    1.3e-08
7838000      2.55e-03      2.03e-04      2.27e-03    1.3e-08
7840000      1.14e-03      1.39e-04      2.51e-04    1.3e-08
7842000      2.28e-03      3.14e-04      1.43e-03    1.3e-08
7844000      5.04e-03      7.24e-04      2.92e-03    1.3e-08
7846000      5.40e-03      3.05e-04      4.78e-03    1.3e-08
7848000      6.80e-03      5.91e-04      5.88e-03    1.3e-08
7850000      8.73e-03      1.28e-04      8.61e-03    1.3e-08
7852000      2.86e-03      1.93e-04      2.63e-03    1.3e-08
7854000      7.37e-03      1.04e-03      4.42e-03    1.3e-08
7856000      7.13e-03      5.83e-04      6.28e-03    1.3e-08
7858000      3.02e-02      1.30e-03      2.91e-02    1.3e-08
7860000      2.09e-03      2.37e-04      1.59e-03    1.3e-08
7862000      3.07e-02      2.58e-03      2.69e-02    1.3e-08
7864000      3.91e-02      2.57e-03      3.60e-02    1.3e-08
7866000      1.40e-02      5.79e-04      1.32e-02    1.3e-08
7868000      3.72e-03      4.87e-04      2.48e-03    1.3e-08
7870000      9.14e-03      3.74e-04      8.83e-03    1.3e-08
7872000      3.65e-03      2.07e-04      3.43e-03    1.3e-08
7874000      7.33e-03      2.02e-04      7.19e-03    1.3e-08
7876000      2.90e-02      1.44e-03      2.76e-02    1.3e-08
7878000      3.15e-03      1.64e-04      2.99e-03    1.3e-08
7880000      2.77e-03      2.16e-04      2.47e-03    1.2e-08
7882000      6.11e-04      2.83e-05      5.65e-04    1.2e-08
7884000      5.41e-03      6.70e-04      3.84e-03    1.2e-08
7886000      4.25e-03      4.42e-04      2.34e-03    1.2e-08
7888000      1.57e-02      2.72e-04      1.55e-02    1.2e-08
7890000      1.56e-02      1.60e-03      1.34e-02    1.2e-08
7892000      2.92e-03      1.03e-04      2.84e-03    1.2e-08
7894000      2.96e-02      2.99e-03      2.42e-02    1.2e-08
